,userId,movieId,rating,User_based_predictions
0,10,25,4.0,3.2692219454758784
1,10,1230,4.0,4.5006056499908045
2,10,1304,3.0,4.253381303091375
3,61,2369,0.5,3.165354320875697
4,61,2447,1.0,2.9944667865043804
5,61,4034,4.0,3.9259162790491926
6,61,6016,4.5,4.456360912415245
7,61,7153,5.0,4.427601195556564
8,61,45361,2.0,1.6312253882750658
9,61,47810,0.5,2.0542373131069946
10,61,48516,3.5,4.10864948188908
11,91,266,3.5,3.3967293361088378
12,91,380,3.0,3.640829696105223
13,91,480,3.5,3.5400346934435616
14,91,653,3.5,3.0007168333176315
15,91,953,4.5,4.197461760407865
16,91,965,4.0,4.20137099571786
17,91,1226,3.0,3.9392364884122926
18,91,1265,4.5,3.8016311824973736
19,91,2300,4.0,3.5619980899926
20,91,2427,4.5,3.4707454862241565
21,91,2997,4.0,3.8952207461028974
22,91,3398,3.5,3.439858970145878
23,91,3831,3.0,3.6105365784064514
24,91,4011,4.0,4.2681154490698265
25,91,4251,4.0,3.254769859699018
26,91,4321,4.5,3.365908180501987
27,91,5501,2.0,2.196558024488096
28,91,5632,4.5,3.6809848598419106
29,91,5747,4.0,3.912437747636857
30,91,27808,3.5,3.232367335591911
31,91,32587,2.5,3.9346420873874584
32,124,110,1.0,4.012270446654833
33,124,480,2.0,3.984019557256086
34,124,653,3.0,3.6605431707854286
35,124,1584,5.0,3.7694674305166997
36,124,1690,3.0,2.6712447688043
37,124,2245,3.5,3.323599847031705
38,124,2273,3.0,3.8460446160085953
39,124,4011,4.0,4.354269888905914
40,124,5989,5.0,4.00282451742304
41,124,32587,5.0,4.023084084944916
42,158,15,3.0,2.6654851527041976
43,158,39,4.0,3.3293374310610795
44,158,105,5.0,3.743411363091582
45,158,110,3.0,3.831217736995954
46,158,371,4.0,3.086065940897576
47,158,380,4.0,3.4112191804147685
48,158,531,5.0,3.5602641829014914
49,163,48516,3.0,3.7796362593269928
50,163,58998,4.0,3.7058971997239096
51,167,7153,4.5,3.5456837847704312
52,217,520,4.0,3.3928210694887206
53,265,541,4.5,4.410040092022938
54,265,1127,3.5,3.869793548975239
55,265,1213,3.0,4.248253535160679
56,265,1320,2.5,3.470114393364286
57,265,1375,3.5,3.399459457043648
58,265,1690,2.5,2.8880338723752104
59,278,36,4.5,3.8991691584905497
60,278,266,4.0,3.5475828028171272
61,278,423,3.0,3.124923670854187
62,278,788,3.0,2.0391045298021324
63,278,1097,4.0,3.926654790582226
64,278,1198,4.0,4.321871582858035
65,278,1909,3.5,3.1720548445374654
66,278,1991,1.5,2.6801928852986845
67,278,2296,2.0,2.691092487729085
68,278,2686,5.0,4.14060816239204
69,278,4011,3.0,4.013879994045876
70,278,4034,4.0,3.6186689478306824
71,278,4321,3.0,3.231015493033354
72,278,5989,3.5,3.992703662721636
73,278,7153,4.5,4.138725784889671
74,298,153,2.0,2.8804976312114494
75,298,163,3.0,3.0645812790813016
76,298,423,3.0,3.21404143985775
77,298,459,3.0,3.122381792008635
78,298,480,4.0,3.7533869818881844
79,298,548,3.0,2.823382497555968
80,298,585,2.0,2.463330225970696
81,298,626,3.0,2.496426730432883
82,298,653,3.0,3.29656068088883
83,298,842,3.0,2.2707785736929647
84,298,1265,4.0,3.8108803983086608
85,298,1320,3.0,3.007012368065188
86,298,1409,3.0,3.0150212687751834
87,298,1566,1.0,3.3938852746702
88,298,1681,3.0,2.4072652913297397
89,298,1690,3.0,3.075364381528913
90,298,1858,3.0,3.1356377255925305
91,298,1862,3.0,2.0016312490002934
92,298,2116,4.0,3.235317296109592
93,298,2124,4.0,3.093179613772796
94,298,2195,2.0,3.7948114952547227
95,298,2278,3.0,3.1719959367836728
96,298,2322,3.0,2.7458980434648743
97,298,2334,4.0,2.8093846264909446
98,298,2378,3.0,3.065880249372706
99,298,2541,4.0,3.020947246118901
100,298,2657,1.0,2.784408762811925
101,298,2709,1.0,3.5250926365532447
102,298,3224,1.0,2.839753611362586
103,298,3536,2.0,3.65524562172084
104,298,3623,4.0,3.293551182272838
105,298,3882,3.0,2.7846663793973008
106,298,4154,1.0,3.1717062880956375
107,298,4221,4.0,3.3280526079054087
108,298,4321,4.0,3.6379332819221286
109,330,110,5.0,4.303274968998912
110,330,158,3.0,2.9279360556846394
111,330,203,3.0,3.4198705058881718
112,330,241,3.0,2.7488869676246015
113,330,246,4.0,3.447397946166433
114,330,266,3.0,3.589244872149597
115,330,355,2.0,2.776785053497485
116,330,367,3.0,3.188304311827619
117,330,440,3.0,3.3220116768843573
118,330,637,3.0,2.435449859605242
119,338,1293,5.0,3.9850053979820106
120,338,1952,5.0,4.118309351774408
121,342,2378,1.0,2.6779932863392597
122,342,3359,4.5,4.114035270461621
123,342,79357,3.5,3.4007144467947428
124,348,923,5.0,3.99499900527767
125,348,1059,4.0,3.4926178339670715
126,348,1243,4.0,4.325814256023701
127,348,1269,4.5,4.221706958824095
128,348,2185,4.0,3.339549313640854
129,348,2657,4.0,3.4349104265999246
130,348,4621,2.5,2.653380232757202
131,348,4914,3.0,3.7064590462354614
132,348,5444,4.5,2.944500008391729
133,348,5525,4.0,4.0485068152431065
134,348,5995,4.5,4.2200085091256225
135,348,6016,4.5,4.158497852454894
136,348,6163,4.0,3.4026613817830325
137,348,6385,5.0,3.557026546600086
138,348,6683,4.0,3.161248535988638
139,348,6807,4.5,3.7904770721135717
140,348,8516,4.5,3.881867714090513
141,348,26131,3.5,3.32429125410609
142,348,37626,2.5,3.7515358510277825
143,348,53125,4.0,3.56842346740243
144,348,54190,4.0,3.5849425429627035
145,348,60046,3.5,2.414427306513182
146,348,70984,3.0,2.7013843073845014
147,348,79230,3.5,2.9999999999999996
148,348,85372,3.0,-0.189859703286517
149,348,91290,4.5,3.7122135436908508
150,349,306,3.0,4.009147384574218
151,349,1041,4.0,4.078259861493482
152,349,2162,5.0,2.316774272139033
153,349,4034,3.0,3.9623561641876677
154,356,88,4.0,3.153476991132127
