,userId,movieId,rating,User_based_predictions
0,10,25,4.0,2.571819514344523
1,10,1230,4.0,4.784373377779287
2,10,1304,3.0,4.4011446563422005
3,61,2369,0.5,3.675991294926835
4,61,2447,1.0,2.577979217246871
5,61,4034,4.0,4.095381483809634
6,61,6016,4.5,4.493909729376531
7,61,7153,5.0,4.584212305960036
8,61,45361,2.0,2.0303626758783184
9,61,47810,0.5,1.9555152579560922
10,61,48516,3.5,3.935659398815095
11,91,266,3.5,3.287293613582909
12,91,380,3.0,3.8975387317489414
13,91,480,3.5,3.7010788046835628
14,91,653,3.5,3.5920422507833205
15,91,953,4.5,4.376790590744181
16,91,965,4.0,4.376989966153317
17,91,1226,3.0,3.8676254613091
18,91,1265,4.5,3.387818743493649
19,91,2300,4.0,3.920489640713723
20,91,2427,4.5,2.985182647517887
21,91,2997,4.0,3.7063914116053773
22,91,3398,3.5,3.0526706192071593
23,91,3831,3.0,3.703547150476623
24,91,4011,4.0,4.288638509481181
25,91,4251,4.0,2.7979752101550184
26,91,4321,4.5,3.30089114706082
27,91,5501,2.0,1.8557834525741745
28,91,5632,4.5,3.7258252107761054
29,91,5747,4.0,4.226330504924951
30,91,27808,3.5,3.302351076823767
31,91,32587,2.5,3.8119233613802765
32,124,110,1.0,3.7740734667201634
33,124,480,2.0,3.5780964630424035
34,124,653,3.0,4.119222938691806
35,124,1584,5.0,3.418566377988167
36,124,1690,3.0,3.826977694662147
37,124,2245,3.5,2.9761736016116447
38,124,2273,3.0,4.044570040472065
39,124,4011,4.0,4.610294470440935
40,124,5989,5.0,3.7954472642329073
41,124,32587,5.0,4.523429221118437
42,158,15,3.0,2.7642319802625623
43,158,39,4.0,3.9876632741363736
44,158,105,5.0,3.982361162554429
45,158,110,3.0,4.083574780562895
46,158,371,4.0,3.404934152116737
47,158,380,4.0,3.599131301579882
48,158,531,5.0,3.256747296406858
49,163,48516,3.0,3.9747809357693735
50,163,58998,4.0,3.613024232693945
51,167,7153,4.5,3.9956620314684166
52,217,520,4.0,3.403081777006005
53,265,541,4.5,4.405907507449017
54,265,1127,3.5,4.142193045264037
55,265,1213,3.0,4.278480588059149
56,265,1320,2.5,3.619061520639913
57,265,1375,3.5,3.630191548256547
58,265,1690,2.5,3.2080814340866945
59,278,36,4.5,3.56563322523599
60,278,266,4.0,3.2923526492792954
61,278,423,3.0,3.0885148940126794
62,278,788,3.0,1.5041610411388093
63,278,1097,4.0,3.779550795600454
64,278,1198,4.0,4.209284797658087
65,278,1909,3.5,3.1118276985028186
66,278,1991,1.5,3.1665688651345865
67,278,2296,2.0,3.2888906871728816
68,278,2686,5.0,4.687541135108689
69,278,4011,3.0,4.197739062868652
70,278,4034,4.0,2.80374220457622
71,278,4321,3.0,2.898719206741403
72,278,5989,3.5,3.871335024871986
73,278,7153,4.5,3.970169679215597
74,298,153,2.0,2.9318407330597167
75,298,163,3.0,3.4239329815259025
76,298,423,3.0,3.2959562341883553
77,298,459,3.0,3.236263763149198
78,298,480,4.0,4.200669945510529
79,298,548,3.0,3.0055460360583357
80,298,585,2.0,2.734098030536237
81,298,626,3.0,2.0513383598961163
82,298,653,3.0,3.3947221756135653
83,298,842,3.0,2.0295804883093664
84,298,1265,4.0,3.814306728660717
85,298,1320,3.0,3.006453705198437
86,298,1409,3.0,2.9416659442926116
87,298,1566,1.0,3.639194338799643
88,298,1681,3.0,2.4274539513169215
89,298,1690,3.0,2.621364614819106
90,298,1858,3.0,2.826424639935776
91,298,1862,3.0,1.5864258632074044
92,298,2116,4.0,3.1791495204640694
93,298,2124,4.0,3.1449156551958954
94,298,2195,2.0,3.7276178359864303
95,298,2278,3.0,2.9755471476434483
96,298,2322,3.0,2.826502764561101
97,298,2334,4.0,2.7660197669608197
98,298,2378,3.0,3.2655343895312585
99,298,2541,4.0,2.9113040963983297
100,298,2657,1.0,2.906055611634265
101,298,2709,1.0,4.087000202609997
102,298,3224,1.0,2.3499745749749006
103,298,3536,2.0,3.700659662462316
104,298,3623,4.0,3.6272434355207914
105,298,3882,3.0,2.9090755132934207
106,298,4154,1.0,3.353656388021688
107,298,4221,4.0,3.349621579392564
108,298,4321,4.0,3.610064371389313
109,330,110,5.0,4.80090903159799
110,330,158,3.0,2.7921531183466284
111,330,203,3.0,3.4006343130181738
112,330,241,3.0,3.1193148382307077
113,330,246,4.0,3.2563608538891993
114,330,266,3.0,3.569002368474343
115,330,355,2.0,2.7699415124443014
116,330,367,3.0,3.1938826413071513
117,330,440,3.0,3.209386842432118
118,330,637,3.0,1.970304784281488
119,338,1293,5.0,3.8025198611979114
120,338,1952,5.0,3.922979777757323
121,342,2378,1.0,2.552915056993046
122,342,3359,4.5,4.471225953160967
123,342,79357,3.5,3.26454510478289
124,348,923,5.0,4.29466278181906
125,348,1059,4.0,3.4645025670425458
126,348,1243,4.0,4.8630124542392945
127,348,1269,4.5,4.50934489923576
128,348,2185,4.0,3.0123133058585427
129,348,2657,4.0,3.2093048244239117
130,348,4621,2.5,2.91731317080607
131,348,4914,3.0,3.702695478407353
132,348,5444,4.5,2.5672603303430646
133,348,5525,4.0,4.230780079337269
134,348,5995,4.5,4.295867924887303
135,348,6016,4.5,3.9667119418344234
136,348,6163,4.0,3.3922628449590415
137,348,6385,5.0,3.0373312475928844
138,348,6683,4.0,3.161248535988638
139,348,6807,4.5,4.273336378041404
140,348,8516,4.5,3.976527503581446
141,348,26131,3.5,3.4274286719025544
142,348,37626,2.5,3.7515358510277825
143,348,53125,4.0,3.6337822373224595
144,348,54190,4.0,4.144205743255023
145,348,60046,3.5,2.414427306513182
146,348,70984,3.0,2.714602306387955
147,348,79230,3.5,2.9999999999999996
148,348,85372,3.0,-0.189859703286517
149,348,91290,4.5,3.7122135436908508
150,349,306,3.0,3.774275469511885
151,349,1041,4.0,4.2237226890188
152,349,2162,5.0,2.031043055492296
153,349,4034,3.0,4.366545372683654
154,356,88,4.0,3.3146424378993395
155,364,1320,3.5,3.114751175559014
156,364,2353,3.0,3.910457072404442
157,372,3088,4.0,4.246674917627376
158,372,3147,4.0,4.113537843974306
159,372,3897,4.5,3.7703569262506886
160,372,4027,4.5,4.254533716044953
161,415,18,4.0,3.521971350805698
162,415,105,4.0,3.068944996525303
163,415,788,5.0,3.1798619739395355
164,415,1213,3.0,4.1801839623340005
165,415,1911,3.0,2.747844789348711
166,415,2871,2.5,4.448765541396524
167,415,3617,4.0,2.705727100668174
168,415,4718,4.0,3.57292474377587
169,415,5378,4.0,3.873176131677615
170,415,5816,3.5,4.103397164368668
171,427,153,0.5,3.1079428997671887
172,427,266,3.0,2.8982635738453038
173,427,367,2.5,2.817292487916576
174,427,431,3.5,3.7016727744406976
175,427,520,0.5,3.318462199629826
176,427,653,0.5,3.208291440690989
177,427,1193,5.0,4.295565551547814
178,427,1198,2.0,3.6357841033044416
179,427,1304,5.0,4.082788390097894
180,427,2000,4.0,3.899066722381419
181,427,2871,5.0,4.078233131470544
182,427,3147,2.0,3.0938070791596544
183,427,6539,2.0,3.183061278550382
184,427,7153,1.5,3.2449960146827057
185,445,39,4.0,4.284487025285873
186,445,380,5.0,3.946771547381584
187,445,1680,4.0,3.638349106638022
188,445,1735,4.0,3.4983495269049345
189,445,1903,4.0,-0.4326775540380567
190,445,2447,2.0,3.0863346182921236
191,445,2504,4.0,2.3377788516393636
192,445,2558,3.0,2.0790959471307024
193,445,3147,3.0,4.177379436460394
194,445,3623,4.0,3.1074130431706894
195,445,3897,5.0,4.350080069545142
196,447,6539,5.0,3.8454455751383527
197,450,380,4.0,3.639545494108101
198,460,1409,1.5,2.6788128927520876
199,461,110,4.0,4.796712897740158
200,461,380,3.0,4.047006722869636
201,461,480,4.0,3.9305002490570096
202,461,606,3.0,3.6727398606889143
203,461,1049,4.0,3.0474945832381573
204,461,1356,3.0,4.194037216645032
205,461,1408,3.0,4.339799500941991
206,477,1013,4.0,3.5663943934259827
207,479,83,3.0,4.160794233318584
208,479,317,3.0,2.9390820854640127
209,479,531,3.0,3.791382401717155
210,479,924,4.0,4.814822094316296
211,479,953,5.0,4.251703593527593
212,479,1097,4.0,3.654417957886197
213,479,1132,5.0,4.29872004058928
214,479,1193,3.0,4.893995008442161
215,479,1196,5.0,4.25192416340654
216,479,1363,3.0,3.836886682408428
217,479,1955,3.0,3.3384579922820263
218,479,2116,3.0,3.0634357524506672
219,479,2152,2.0,2.1033423086354475
220,479,3105,3.0,3.472224188558763
221,488,39,1.0,2.597448124339714
222,488,110,3.0,3.522912247792977
223,488,1230,3.0,4.399527330388268
224,488,1233,4.0,4.422691084826055
225,488,1321,3.0,4.21585355094873
226,488,1356,5.0,3.4560522678009113
227,488,1591,3.0,2.2092556038555986
228,488,2580,2.0,3.790705104049698
229,488,2986,2.0,2.4219138824752613
230,488,2993,4.0,3.613536910972459
231,488,3147,4.0,4.413978983071356
232,504,515,4.0,3.3562236112572505
233,504,531,3.0,4.002688654294783
234,504,908,4.5,4.379200511408058
235,504,1092,3.5,2.9306581245136814
236,504,1230,5.0,4.546608322822376
237,504,1246,3.5,4.264897661764211
238,504,1293,2.0,3.81131800891007
239,504,1690,2.0,2.9149738097391698
240,504,6669,5.0,4.210274144956276
241,504,49272,4.5,4.1376592940664105
242,519,69481,3.0,4.230857486683722
243,530,1233,3.0,4.087204086996438
244,530,1473,1.0,3.6045966867358485
245,530,2622,4.0,2.8336622284711197
246,531,1213,4.0,3.624226934074474
247,531,1678,1.5,4.025840350498895
248,531,5989,3.0,3.9912136504349895
249,531,27410,2.0,3.7296184267567423
250,531,41569,3.0,4.068542653579995
251,562,934,4.5,3.4164470364807245
252,562,1081,3.0,3.7262182778301716
253,562,1269,4.5,4.341090487038726
254,573,48516,4.0,4.213774414507971
255,582,110,5.0,3.404124515715967
256,582,1127,5.0,3.3080102193633256
257,582,2353,5.0,3.735385280918377
258,586,18,3.5,3.8179685930676484
259,586,180,3.5,3.483012750672033
260,586,345,2.5,3.0644561525900484
261,586,367,3.0,2.9078872548596224
262,586,637,2.5,2.4773940219782706
263,586,924,5.0,3.981739519148056
264,586,1097,2.5,3.7142195890470893
265,586,1193,4.5,4.197418468607705
266,586,1220,4.0,3.7024665148139158
267,586,1246,4.0,3.613182355101195
268,586,1283,4.0,3.4897155063829297
269,586,1321,3.0,3.7993431742398487
270,586,1603,2.5,2.674003703184618
271,586,1911,3.0,2.5303921166081653
272,586,1952,3.5,3.7800134378527437
273,586,1953,3.0,3.375724568833957
274,586,2353,3.0,3.5002150733887456
275,586,2376,3.0,2.615760589897921
276,586,2410,4.0,2.6823057259706
277,586,2791,3.5,3.986854959155008
278,586,2794,3.5,3.1202392699953294
279,586,2871,4.0,3.475298804221079
280,586,3156,4.0,2.7026767073479516
281,586,3510,2.5,3.0204597793039025
282,586,3617,3.5,2.6752475731956444
283,586,4022,4.0,3.209702195583441
284,586,4027,2.5,3.5920908283187725
285,586,4034,2.5,3.7132877475731867
286,586,4343,4.0,2.1215078519677575
287,586,4489,3.5,3.28547063532703
288,586,5093,2.5,2.7911210677080627
289,586,5378,4.0,2.9018061959120334
290,586,5989,3.5,3.5983396571506625
291,586,6188,4.0,3.621628276839511
292,586,6378,3.0,3.3938769026819124
293,586,6709,3.0,3.1047785919142563
294,586,7153,4.0,4.8036414950280495
295,586,8957,4.5,3.4880934813549347
296,586,26242,3.5,4.098742971042767
297,586,26700,3.0,2.3612025776742276
298,586,27458,3.5,1.5099942946286435
299,586,31101,3.5,4.267603725849756
300,586,33410,3.5,2.445200513160392
301,586,44974,4.0,3.5688991509485923
302,586,51847,3.0,3.2968578707344647
303,586,53125,4.0,3.097520429103651
304,586,53464,3.0,2.517573481616726
305,586,58998,4.0,3.8082548189402243
306,586,59315,5.0,3.7798674746610574
307,586,66427,2.0,3.154204594062733
308,586,66902,0.5,3.639545494108101
309,586,67138,2.5,3.00270851038956
310,586,67255,3.5,4.096339758346845
311,586,67361,2.5,2.6778876104292904
312,586,68659,3.0,3.271781713680418
313,586,68932,3.0,3.4025750980581324
314,586,73017,3.5,3.3698247432201223
315,586,78499,4.0,3.811017875299281
316,586,85414,3.5,4.079997912388796
317,586,96079,4.5,4.204947098486982
318,636,953,4.0,4.240412626828776
319,647,923,5.0,4.431869963461668
320,647,2657,2.0,3.572453765188254
321,647,2791,5.0,2.89595225688491
322,647,2997,1.5,3.4249516818917027
323,647,4027,3.0,4.170760583814961
324,659,541,3.5,4.386521923996898
325,659,1097,4.5,3.6967956382925777
326,659,1132,4.5,4.575910779834701
327,659,2997,4.0,3.7860711976026264
328,659,4022,4.0,3.6834118427144276
329,659,7153,3.5,4.158338745508228
330,673,431,5.0,3.865905815608053
331,673,1078,5.0,3.739436354304443
332,673,1230,5.0,4.174126559199458
333,673,1262,4.0,4.310304380324554
334,673,1263,4.0,4.4417666934372955
335,673,1293,4.0,4.115448865603866
336,673,1952,4.0,4.275367394089418
337,673,2245,3.0,3.6742351034278267
338,673,2657,4.0,3.7993340929938855
339,681,637,3.0,3.639545494108101
340,681,1356,5.0,3.639545494108101
341,739,367,3.5,4.0940976325795795
342,739,431,5.0,3.800817500878465
343,739,1213,5.0,4.231629730744669
344,739,1356,4.0,4.1126263695166765
345,739,2951,4.0,3.7753717797420334
346,739,6016,4.5,4.1195761806730085
347,739,7321,2.0,1.4293014110353048
348,739,33166,4.0,3.9937676667569453
349,739,57368,3.5,3.05613866873373
350,739,64969,3.5,3.6576079792403897
351,739,67223,3.0,3.369128889542135
352,739,67665,4.0,4.032026021876854
353,739,69131,2.0,2.1620387737415174
354,739,71429,3.5,3.9366670218789968
355,746,1213,5.0,3.9802412025067224
356,758,653,3.0,3.639545494108101
357,765,924,3.0,4.773189919113365
358,765,3897,5.0,3.833871427271169
359,782,158,3.0,3.771517096730925
360,782,231,3.0,3.7845673195173517
361,782,317,4.0,3.8103716411338846
362,782,480,3.0,3.6085465556223153
363,783,110,4.0,4.830126543006994
364,783,345,4.0,3.603583034298235
365,783,380,3.0,4.748684410235803
366,783,953,4.0,3.6852962934870055
367,783,4027,4.0,4.063154953222992
368,816,110,5.0,3.495591331071962
369,816,246,5.0,3.6356065719988284
370,816,266,3.0,3.981327207135167
371,823,110,3.0,4.405693521146853
372,847,306,5.0,4.214271660575457
373,847,345,4.0,3.8103911963319987
374,847,355,2.0,1.7903621583723963
375,847,1193,4.5,4.28764315263621
376,847,1213,4.5,4.8039590576360345
377,847,1230,4.5,3.707583748597515
378,847,1262,4.0,3.7638999619895603
379,847,1320,4.5,3.4139753121082275
380,847,2116,4.0,2.9546940340265673
381,847,2376,3.0,3.3115795254446985
382,847,2594,5.0,4.127817272935025
383,847,2968,4.0,4.177571004742526
384,847,2997,4.5,4.227710249870498
385,847,3168,4.0,3.61172655267936
386,847,3468,5.0,4.403753976039932
387,847,4621,3.5,1.9256200620146529
388,847,5093,2.0,2.176223401703775
389,847,5452,2.0,1.3845733330891905
390,847,5900,2.0,2.348952191019562
391,847,5995,4.0,4.182830856298134
392,847,6539,4.5,3.7041763241846937
393,847,8961,4.0,3.871931803161582
394,857,110,5.0,4.380835106847524
395,891,898,4.0,4.524998203412703
396,891,908,3.5,4.325912092371853
397,891,59315,4.5,4.122128481440369
398,891,116823,4.0,3.5941841403548316
399,927,1196,4.5,4.390481439566192
400,927,5378,3.5,2.891311460485111
401,928,200,2.0,2.2917789792820455
402,960,39,4.0,3.189257622361683
403,960,153,2.0,2.819443191848766
404,962,110,1.0,3.693999143287112
405,962,3751,4.0,3.4947033472032714
406,980,105,1.0,2.7984690888746835
407,980,234,2.0,2.622855374906803
408,980,380,5.0,3.192958633220506
409,980,520,2.0,2.6018986782583378
